sense1,ants1, deri1, vgrp1, pert1, sense2,ants2, deri2, vgrp2, pert2, merge
border#n#1,,border#v#2; border#v#1; border#v#5,,,border#n#4,,,,,not-merged
border#n#1,,border#v#2; border#v#1; border#v#5,,,border#n#5,,border#v#3; border#v#1,,,not-merged
border#n#2,,border#v#2,,,border#n#3,,border#v#2; border#v#1; border#v#5,,,merged
border#n#2,,border#v#2,,,border#n#4,,,,,not-merged
border#n#2,,border#v#2,,,border#n#5,,border#v#3; border#v#1,,,not-merged
border#n#3,,border#v#2; border#v#1; border#v#5,,,border#n#4,,,,,not-merged
border#n#3,,border#v#2; border#v#1; border#v#5,,,border#n#5,,border#v#3; border#v#1,,,not-merged
border#n#4,,,,,border#n#5,,border#v#3; border#v#1,,,merged
criticize#v#1,praise#v#1,critic#n#3; critic#n#2; critic#n#1,,,criticize#v#2,,critic#n#3; critic#n#2; critic#n#1,,,not-merged
publish#v#1,,publication#n#1; publication#n#2; publication#n#4; publisher#n#3; publisher#n#2; publisher#n#1,,,publish#v#2,,publication#n#1; publication#n#2; publication#n#4; publisher#n#3; publisher#n#2; publisher#n#1; publishing#n#1,,,merged
publish#v#1,,publication#n#1; publication#n#2; publication#n#4; publisher#n#3; publisher#n#2; publisher#n#1,,,publish#v#3,,publication#n#1,,,merged
publish#v#2,,publication#n#1; publication#n#2; publication#n#4; publisher#n#3; publisher#n#2; publisher#n#1; publishing#n#1,,,publish#v#3,,publication#n#1,,,merged
organize#v#1,,organization#n#3; organization#n#1; organization#n#4; organization#n#5,,,organize#v#6,,organization#n#1; organization#n#4; organizer#n#2,,,merged
organize#v#1,,organization#n#3; organization#n#1; organization#n#4; organization#n#5,,,organize#v#3,,organizer#n#2; organization#n#3; organization#n#6; organization#n#5,,,not-merged
organize#v#1,,organization#n#3; organization#n#1; organization#n#4; organization#n#5,,,organize#v#5,,organization#n#1; organization#n#4; organization#n#5,,,not-merged
organize#v#1,,organization#n#3; organization#n#1; organization#n#4; organization#n#5,,,organize#v#2,disorganize#v#1,organization#n#3; organization#n#4; organization#n#6; organization#n#5,,,not-merged
organize#v#1,,organization#n#3; organization#n#1; organization#n#4; organization#n#5,,,organize#v#4,,organizer#n#1; organizer#n#3; organization#n#3; organization#n#2; organization#n#7; organization#n#4; organization#n#6; organization#n#5,,,not-merged
organize#v#6,,organization#n#1; organization#n#4; organizer#n#2,,,organize#v#3,,organizer#n#2; organization#n#3; organization#n#6; organization#n#5,,,not-merged
organize#v#6,,organization#n#1; organization#n#4; organizer#n#2,,,organize#v#5,,organization#n#1; organization#n#4; organization#n#5,,,not-merged
organize#v#6,,organization#n#1; organization#n#4; organizer#n#2,,,organize#v#2,disorganize#v#1,organization#n#3; organization#n#4; organization#n#6; organization#n#5,,,not-merged
organize#v#6,,organization#n#1; organization#n#4; organizer#n#2,,,organize#v#4,,organizer#n#1; organizer#n#3; organization#n#3; organization#n#2; organization#n#7; organization#n#4; organization#n#6; organization#n#5,,,not-merged
organize#v#3,,organizer#n#2; organization#n#3; organization#n#6; organization#n#5,,,organize#v#5,,organization#n#1; organization#n#4; organization#n#5,,,merged
organize#v#3,,organizer#n#2; organization#n#3; organization#n#6; organization#n#5,,,organize#v#2,disorganize#v#1,organization#n#3; organization#n#4; organization#n#6; organization#n#5,,,not-merged
organize#v#3,,organizer#n#2; organization#n#3; organization#n#6; organization#n#5,,,organize#v#4,,organizer#n#1; organizer#n#3; organization#n#3; organization#n#2; organization#n#7; organization#n#4; organization#n#6; organization#n#5,,,not-merged
organize#v#5,,organization#n#1; organization#n#4; organization#n#5,,,organize#v#2,disorganize#v#1,organization#n#3; organization#n#4; organization#n#6; organization#n#5,,,not-merged
organize#v#5,,organization#n#1; organization#n#4; organization#n#5,,,organize#v#4,,organizer#n#1; organizer#n#3; organization#n#3; organization#n#2; organization#n#7; organization#n#4; organization#n#6; organization#n#5,,,not-merged
organize#v#2,disorganize#v#1,organization#n#3; organization#n#4; organization#n#6; organization#n#5,,,organize#v#4,,organizer#n#1; organizer#n#3; organization#n#3; organization#n#2; organization#n#7; organization#n#4; organization#n#6; organization#n#5,,,merged
car#n#1,,,,,car#n#2,,,,,not-merged
car#n#1,,,,,car#n#3,,,,,not-merged
car#n#1,,,,,car#n#4,,,,,not-merged
car#n#1,,,,,car#n#5,,,,,not-merged
car#n#2,,,,,car#n#3,,,,,not-merged
car#n#2,,,,,car#n#4,,,,,not-merged
car#n#2,,,,,car#n#5,,,,,not-merged
car#n#3,,,,,car#n#4,,,,,merged
car#n#3,,,,,car#n#5,,,,,merged
car#n#4,,,,,car#n#5,,,,,merged
disguise#n#2,,disguise#v#1,,,disguise#n#1,,,,,not-merged
disguise#n#2,,disguise#v#1,,,disguise#n#3,,disguise#v#1,,,not-merged
disguise#n#1,,,,,disguise#n#3,,disguise#v#1,,,not-merged
trigger#v#1,,trigger#n#3,,,trigger#v#2,,trigger#n#1,,,merged
head#v#6,,,,,head#v#8,,,,,not-merged
head#v#6,,,,,head#v#9,,,,,not-merged
head#v#6,,,,,head#v#1,,head#n#19; head#n#5; head#n#21; heading#n#2,,,not-merged
head#v#6,,,,,head#v#5,,head#n#19; head#n#5; head#n#21; heading#n#2,,,not-merged
head#v#6,,,,,head#v#2,,head#n#4,,,not-merged
head#v#6,,,,,head#v#3,,head#n#21; head#n#19; head#n#5,head_up#v#1,,not-merged
head#v#6,,,,,head#v#4,,head#n#19; head#n#5; head#n#4,head#v#3,,not-merged
head#v#6,,,,,head#v#7,,head#n#19; header#n#1; head#n#7; heading#n#1,,,not-merged
head#v#8,,,,,head#v#9,,,,,not-merged
head#v#8,,,,,head#v#1,,head#n#19; head#n#5; head#n#21; heading#n#2,,,not-merged
head#v#8,,,,,head#v#5,,head#n#19; head#n#5; head#n#21; heading#n#2,,,not-merged
head#v#8,,,,,head#v#2,,head#n#4,,,not-merged
head#v#8,,,,,head#v#3,,head#n#21; head#n#19; head#n#5,head_up#v#1,,not-merged
head#v#8,,,,,head#v#4,,head#n#19; head#n#5; head#n#4,head#v#3,,not-merged
head#v#8,,,,,head#v#7,,head#n#19; header#n#1; head#n#7; heading#n#1,,,not-merged
head#v#9,,,,,head#v#1,,head#n#19; head#n#5; head#n#21; heading#n#2,,,not-merged
head#v#9,,,,,head#v#5,,head#n#19; head#n#5; head#n#21; heading#n#2,,,not-merged
head#v#9,,,,,head#v#2,,head#n#4,,,not-merged
head#v#9,,,,,head#v#3,,head#n#21; head#n#19; head#n#5,head_up#v#1,,not-merged
head#v#9,,,,,head#v#4,,head#n#19; head#n#5; head#n#4,head#v#3,,not-merged
head#v#9,,,,,head#v#7,,head#n#19; header#n#1; head#n#7; heading#n#1,,,not-merged
head#v#1,,head#n#19; head#n#5; head#n#21; heading#n#2,,,head#v#5,,head#n#19; head#n#5; head#n#21; heading#n#2,,,merged
head#v#1,,head#n#19; head#n#5; head#n#21; heading#n#2,,,head#v#2,,head#n#4,,,not-merged
head#v#1,,head#n#19; head#n#5; head#n#21; heading#n#2,,,head#v#3,,head#n#21; head#n#19; head#n#5,head_up#v#1,,not-merged
head#v#1,,head#n#19; head#n#5; head#n#21; heading#n#2,,,head#v#4,,head#n#19; head#n#5; head#n#4,head#v#3,,not-merged
head#v#1,,head#n#19; head#n#5; head#n#21; heading#n#2,,,head#v#7,,head#n#19; header#n#1; head#n#7; heading#n#1,,,not-merged
head#v#5,,head#n#19; head#n#5; head#n#21; heading#n#2,,,head#v#2,,head#n#4,,,not-merged
head#v#5,,head#n#19; head#n#5; head#n#21; heading#n#2,,,head#v#3,,head#n#21; head#n#19; head#n#5,head_up#v#1,,not-merged
head#v#5,,head#n#19; head#n#5; head#n#21; heading#n#2,,,head#v#4,,head#n#19; head#n#5; head#n#4,head#v#3,,not-merged
head#v#5,,head#n#19; head#n#5; head#n#21; heading#n#2,,,head#v#7,,head#n#19; header#n#1; head#n#7; heading#n#1,,,not-merged
head#v#2,,head#n#4,,,head#v#3,,head#n#21; head#n#19; head#n#5,head_up#v#1,,merged
head#v#2,,head#n#4,,,head#v#4,,head#n#19; head#n#5; head#n#4,head#v#3,,merged
head#v#2,,head#n#4,,,head#v#7,,head#n#19; header#n#1; head#n#7; heading#n#1,,,merged
head#v#3,,head#n#21; head#n#19; head#n#5,head_up#v#1,,head#v#4,,head#n#19; head#n#5; head#n#4,head#v#3,,merged
head#v#3,,head#n#21; head#n#19; head#n#5,head_up#v#1,,head#v#7,,head#n#19; header#n#1; head#n#7; heading#n#1,,,merged
head#v#4,,head#n#19; head#n#5; head#n#4,head#v#3,,head#v#7,,head#n#19; header#n#1; head#n#7; heading#n#1,,,merged
visit#v#5,,visitation#n#1,,,visit#v#6,,visitor#n#1,,,not-merged
visit#v#5,,visitation#n#1,,,visit#v#1,,visitor#n#1; visitant#n#1,,,not-merged
visit#v#5,,visitation#n#1,,,visit#v#2,,visitor#n#1; visiting#n#1,,,not-merged
visit#v#5,,visitation#n#1,,,visit#v#3,,visit#n#1; visitor#n#1; visitant#n#1,,,not-merged
visit#v#5,,visitation#n#1,,,visit#v#4,,visit#n#2; visitation#n#3; visitor#n#1,,,not-merged
visit#v#6,,visitor#n#1,,,visit#v#1,,visitor#n#1; visitant#n#1,,,not-merged
visit#v#6,,visitor#n#1,,,visit#v#2,,visitor#n#1; visiting#n#1,,,not-merged
visit#v#6,,visitor#n#1,,,visit#v#3,,visit#n#1; visitor#n#1; visitant#n#1,,,not-merged
visit#v#6,,visitor#n#1,,,visit#v#4,,visit#n#2; visitation#n#3; visitor#n#1,,,not-merged
visit#v#1,,visitor#n#1; visitant#n#1,,,visit#v#2,,visitor#n#1; visiting#n#1,,,merged
visit#v#1,,visitor#n#1; visitant#n#1,,,visit#v#3,,visit#n#1; visitor#n#1; visitant#n#1,,,merged
visit#v#1,,visitor#n#1; visitant#n#1,,,visit#v#4,,visit#n#2; visitation#n#3; visitor#n#1,,,merged
visit#v#2,,visitor#n#1; visiting#n#1,,,visit#v#3,,visit#n#1; visitor#n#1; visitant#n#1,,,merged
visit#v#2,,visitor#n#1; visiting#n#1,,,visit#v#4,,visit#n#2; visitation#n#3; visitor#n#1,,,merged
visit#v#3,,visit#n#1; visitor#n#1; visitant#n#1,,,visit#v#4,,visit#n#2; visitation#n#3; visitor#n#1,,,merged
emphasize#v#1,,emphasizing#n#1; emphasis#n#1,,,emphasize#v#2,,emphasizing#n#1,,,merged
reinforce#v#1,,reinforcement#n#4; reinforcement#n#1,,,reinforce#v#2,,reinforcement#n#3; reinforcement#n#5; reinforcer#n#1,,,merged
mine#n#1,,mine#v#1,,,mine#n#2,,mine#v#2,,,not-merged
lobby#n#1,,,,,lobby#n#2,,,,,not-merged
lobby#n#1,,,,,lobby#n#3,,lobbyist#n#1; lobby#v#1,,,not-merged
lobby#n#2,,,,,lobby#n#3,,lobbyist#n#1; lobby#v#1,,,merged
deny#v#7,,denier#n#3,,,deny#v#1,admit#v#1,denier#n#3; denial#n#2,,,not-merged
deny#v#7,,denier#n#3,,,deny#v#2,,denier#n#3,,,not-merged
deny#v#7,,denier#n#3,,,deny#v#6,,denier#n#3; denial#n#5,,,not-merged
deny#v#7,,denier#n#3,,,deny#v#3,,denier#n#3; denial#n#1,,,not-merged
deny#v#7,,denier#n#3,,,deny#v#4,allow#v#3,denier#n#3,,,not-merged
deny#v#7,,denier#n#3,,,deny#v#5,,denier#n#3; denial#n#4,,,not-merged
deny#v#1,admit#v#1,denier#n#3; denial#n#2,,,deny#v#2,,denier#n#3,,,merged
deny#v#1,admit#v#1,denier#n#3; denial#n#2,,,deny#v#6,,denier#n#3; denial#n#5,,,merged
deny#v#1,admit#v#1,denier#n#3; denial#n#2,,,deny#v#3,,denier#n#3; denial#n#1,,,not-merged
deny#v#1,admit#v#1,denier#n#3; denial#n#2,,,deny#v#4,allow#v#3,denier#n#3,,,not-merged
deny#v#1,admit#v#1,denier#n#3; denial#n#2,,,deny#v#5,,denier#n#3; denial#n#4,,,not-merged
deny#v#2,,denier#n#3,,,deny#v#6,,denier#n#3; denial#n#5,,,merged
deny#v#2,,denier#n#3,,,deny#v#3,,denier#n#3; denial#n#1,,,not-merged
deny#v#2,,denier#n#3,,,deny#v#4,allow#v#3,denier#n#3,,,not-merged
deny#v#2,,denier#n#3,,,deny#v#5,,denier#n#3; denial#n#4,,,not-merged
deny#v#6,,denier#n#3; denial#n#5,,,deny#v#3,,denier#n#3; denial#n#1,,,not-merged
deny#v#6,,denier#n#3; denial#n#5,,,deny#v#4,allow#v#3,denier#n#3,,,not-merged
deny#v#6,,denier#n#3; denial#n#5,,,deny#v#5,,denier#n#3; denial#n#4,,,not-merged
deny#v#3,,denier#n#3; denial#n#1,,,deny#v#4,allow#v#3,denier#n#3,,,merged
deny#v#3,,denier#n#3; denial#n#1,,,deny#v#5,,denier#n#3; denial#n#4,,,merged
deny#v#4,allow#v#3,denier#n#3,,,deny#v#5,,denier#n#3; denial#n#4,,,merged
investigate#v#1,,investigation#n#2; investigator#n#1; investigating#n#1,,,investigate#v#2,,investigative#a#1; investigatory#a#1; investigation#n#1; investigation#n#2; investigator#n#3; investigating#n#1,,,merged
degradation#n#1,,degrade#v#2; degrade#v#3,,,degradation#n#2,,degrade#v#2; degrade#v#3,,,not-merged
shrinkage#n#3,,,,,shrinkage#n#1,,shrink#v#3; shrink#v#4,,,not-merged
shrinkage#n#3,,,,,shrinkage#n#2,,,,,not-merged
shrinkage#n#1,,shrink#v#3; shrink#v#4,,,shrinkage#n#2,,,,,merged
protect#v#1,,protective#a#1; protection#n#2; protection#n#1; protector#n#1,,,protect#v#2,,protective#a#1; protection#n#6,,,not-merged
capture#v#1,,,,,capture#v#2,,,,,not-merged
capture#v#1,,,,,capture#v#4,,capture#n#3,,,not-merged
capture#v#1,,,,,capture#v#3,,capture#n#4,,,not-merged
capture#v#1,,,,,capture#v#5,,capture#n#1,,,not-merged
capture#v#1,,,,,capture#v#6,,capturer#n#1,,,not-merged
capture#v#2,,,,,capture#v#4,,capture#n#3,,,not-merged
capture#v#2,,,,,capture#v#3,,capture#n#4,,,not-merged
capture#v#2,,,,,capture#v#5,,capture#n#1,,,not-merged
capture#v#2,,,,,capture#v#6,,capturer#n#1,,,not-merged
capture#v#4,,capture#n#3,,,capture#v#3,,capture#n#4,,,not-merged
capture#v#4,,capture#n#3,,,capture#v#5,,capture#n#1,,,not-merged
capture#v#4,,capture#n#3,,,capture#v#6,,capturer#n#1,,,not-merged
capture#v#3,,capture#n#4,,,capture#v#5,,capture#n#1,,,merged
capture#v#3,,capture#n#4,,,capture#v#6,,capturer#n#1,,,merged
capture#v#5,,capture#n#1,,,capture#v#6,,capturer#n#1,,,merged
vehicle#n#1,,vehicular#a#1,,,vehicle#n#2,,,,,not-merged
vehicle#n#1,,vehicular#a#1,,,vehicle#n#3,,,,,not-merged
vehicle#n#1,,vehicular#a#1,,,vehicle#n#4,,,,,not-merged
vehicle#n#2,,,,,vehicle#n#3,,,,,not-merged
vehicle#n#2,,,,,vehicle#n#4,,,,,not-merged
vehicle#n#3,,,,,vehicle#n#4,,,,,not-merged
thrift#n#2,,thrifty#a#2; thrifty#a#1,,,thrift#n#1,,,,,not-merged
junk#n#1,,junk#v#1,,,junk#n#2,,,,,not-merged
steal#v#1,,stealer#n#1; stealing#n#1,,,steal#v#2,,stealing#n#2,,,not-merged
steal#v#1,,stealer#n#1; stealing#n#1,,,steal#v#3,,steal#n#2,,,not-merged
steal#v#2,,stealing#n#2,,,steal#v#3,,steal#n#2,,,not-merged
improve#v#1,,improvement#n#1; improver#n#1; improver#n#2,,,improve#v#2,,improvement#n#3; improvement#n#2,,,merged
solve#v#2,,solver#n#1; solving#n#1; resolution#n#4,,,solve#v#1,,solution#n#5; solver#n#1; solvent#n#2; solving#n#1,,,not-merged
solve#v#2,,solver#n#1; solving#n#1; resolution#n#4,,,solve#v#3,,solvent#a#1,,,not-merged
solve#v#1,,solution#n#5; solver#n#1; solvent#n#2; solving#n#1,,,solve#v#3,,solvent#a#1,,,not-merged
list#n#1,,list#v#3; list#v#1; list#v#3; list#v#2; list#v#1,,,list#n#2,,list#v#5,,,not-merged
become#v#3,,,,,become#v#4,,,,,not-merged
become#v#3,,,,,become#v#1,,,,,not-merged
become#v#3,,,,,become#v#2,,,,,not-merged
become#v#4,,,,,become#v#1,,,,,not-merged
become#v#4,,,,,become#v#2,,,,,not-merged
become#v#1,,,,,become#v#2,,,,,merged
profit#v#1,,profit#n#2,,,profit#v#2,lose#v#7; break_even#v#1,profit#n#1,,,merged
divide#v#6,,,,,divide#v#3,,divide#n#2; divider#n#3,,,not-merged
divide#v#6,,,,,divide#v#2,multiply#v#1,divisible#a#1; division#n#5,,,not-merged
divide#v#6,,,,,divide#v#1,unite#v#1,divisible#a#1; division#n#3; divider#n#1; divider#n#2; divider#n#3,,,not-merged
divide#v#6,,,,,divide#v#4,,divisible#a#1,,,not-merged
divide#v#6,,,,,divide#v#5,,divisible#a#1; division#n#12,,,not-merged
divide#v#3,,divide#n#2; divider#n#3,,,divide#v#2,multiply#v#1,divisible#a#1; division#n#5,,,not-merged
divide#v#3,,divide#n#2; divider#n#3,,,divide#v#1,unite#v#1,divisible#a#1; division#n#3; divider#n#1; divider#n#2; divider#n#3,,,not-merged
divide#v#3,,divide#n#2; divider#n#3,,,divide#v#4,,divisible#a#1,,,not-merged
divide#v#3,,divide#n#2; divider#n#3,,,divide#v#5,,divisible#a#1; division#n#12,,,not-merged
divide#v#2,multiply#v#1,divisible#a#1; division#n#5,,,divide#v#1,unite#v#1,divisible#a#1; division#n#3; divider#n#1; divider#n#2; divider#n#3,,,not-merged
divide#v#2,multiply#v#1,divisible#a#1; division#n#5,,,divide#v#4,,divisible#a#1,,,not-merged
divide#v#2,multiply#v#1,divisible#a#1; division#n#5,,,divide#v#5,,divisible#a#1; division#n#12,,,not-merged
divide#v#1,unite#v#1,divisible#a#1; division#n#3; divider#n#1; divider#n#2; divider#n#3,,,divide#v#4,,divisible#a#1,,,merged
divide#v#1,unite#v#1,divisible#a#1; division#n#3; divider#n#1; divider#n#2; divider#n#3,,,divide#v#5,,divisible#a#1; division#n#12,,,merged
divide#v#4,,divisible#a#1,,,divide#v#5,,divisible#a#1; division#n#12,,,merged
mark#n#1,,,,,mark#n#10,,mark#v#11,,,not-merged
mark#n#1,,,,,mark#n#7,,,,,not-merged
mark#n#1,,,,,mark#n#13,,mark#v#8,,,not-merged
mark#n#1,,,,,mark#n#12,,,,,not-merged
mark#n#1,,,,,mark#n#8,,,,,not-merged
mark#n#1,,,,,mark#n#2,,mark#v#3; mark#v#5; mark#v#1; mark#v#3,,,not-merged
mark#n#1,,,,,mark#n#4,,mark#v#9; mark#v#5; mark#v#2,,,not-merged
mark#n#1,,,,,mark#n#5,,,,,not-merged
mark#n#1,,,,,mark#n#6,,mark#v#6,,,not-merged
mark#n#1,,,,,mark#n#11,,mark#v#7,,,not-merged
mark#n#1,,,,,mark#n#14,,mark#v#11; mark#v#9,,,not-merged
mark#n#1,,,,,mark#n#3,,,,,not-merged
mark#n#1,,,,,mark#n#9,,,,,not-merged
mark#n#1,,,,,mark#n#15,,mark#v#10,,,not-merged
mark#n#10,,mark#v#11,,,mark#n#7,,,,,not-merged
mark#n#10,,mark#v#11,,,mark#n#13,,mark#v#8,,,not-merged
mark#n#10,,mark#v#11,,,mark#n#12,,,,,not-merged
mark#n#10,,mark#v#11,,,mark#n#8,,,,,not-merged
mark#n#10,,mark#v#11,,,mark#n#2,,mark#v#3; mark#v#5; mark#v#1; mark#v#3,,,not-merged
mark#n#10,,mark#v#11,,,mark#n#4,,mark#v#9; mark#v#5; mark#v#2,,,not-merged
mark#n#10,,mark#v#11,,,mark#n#5,,,,,not-merged
mark#n#10,,mark#v#11,,,mark#n#6,,mark#v#6,,,not-merged
mark#n#10,,mark#v#11,,,mark#n#11,,mark#v#7,,,not-merged
mark#n#10,,mark#v#11,,,mark#n#14,,mark#v#11; mark#v#9,,,not-merged
mark#n#10,,mark#v#11,,,mark#n#3,,,,,not-merged
mark#n#10,,mark#v#11,,,mark#n#9,,,,,not-merged
mark#n#10,,mark#v#11,,,mark#n#15,,mark#v#10,,,not-merged
mark#n#7,,,,,mark#n#13,,mark#v#8,,,not-merged
mark#n#7,,,,,mark#n#12,,,,,not-merged
mark#n#7,,,,,mark#n#8,,,,,not-merged
mark#n#7,,,,,mark#n#2,,mark#v#3; mark#v#5; mark#v#1; mark#v#3,,,not-merged
mark#n#7,,,,,mark#n#4,,mark#v#9; mark#v#5; mark#v#2,,,not-merged
mark#n#7,,,,,mark#n#5,,,,,not-merged
mark#n#7,,,,,mark#n#6,,mark#v#6,,,not-merged
mark#n#7,,,,,mark#n#11,,mark#v#7,,,not-merged
mark#n#7,,,,,mark#n#14,,mark#v#11; mark#v#9,,,not-merged
mark#n#7,,,,,mark#n#3,,,,,not-merged
mark#n#7,,,,,mark#n#9,,,,,not-merged
mark#n#7,,,,,mark#n#15,,mark#v#10,,,not-merged
mark#n#13,,mark#v#8,,,mark#n#12,,,,,not-merged
mark#n#13,,mark#v#8,,,mark#n#8,,,,,not-merged
mark#n#13,,mark#v#8,,,mark#n#2,,mark#v#3; mark#v#5; mark#v#1; mark#v#3,,,not-merged
mark#n#13,,mark#v#8,,,mark#n#4,,mark#v#9; mark#v#5; mark#v#2,,,not-merged
mark#n#13,,mark#v#8,,,mark#n#5,,,,,not-merged
mark#n#13,,mark#v#8,,,mark#n#6,,mark#v#6,,,not-merged
mark#n#13,,mark#v#8,,,mark#n#11,,mark#v#7,,,not-merged
mark#n#13,,mark#v#8,,,mark#n#14,,mark#v#11; mark#v#9,,,not-merged
mark#n#13,,mark#v#8,,,mark#n#3,,,,,not-merged
mark#n#13,,mark#v#8,,,mark#n#9,,,,,not-merged
mark#n#13,,mark#v#8,,,mark#n#15,,mark#v#10,,,not-merged
mark#n#12,,,,,mark#n#8,,,,,not-merged
mark#n#12,,,,,mark#n#2,,mark#v#3; mark#v#5; mark#v#1; mark#v#3,,,not-merged
mark#n#12,,,,,mark#n#4,,mark#v#9; mark#v#5; mark#v#2,,,not-merged
mark#n#12,,,,,mark#n#5,,,,,not-merged
mark#n#12,,,,,mark#n#6,,mark#v#6,,,not-merged
mark#n#12,,,,,mark#n#11,,mark#v#7,,,not-merged
mark#n#12,,,,,mark#n#14,,mark#v#11; mark#v#9,,,not-merged
mark#n#12,,,,,mark#n#3,,,,,not-merged
mark#n#12,,,,,mark#n#9,,,,,not-merged
mark#n#12,,,,,mark#n#15,,mark#v#10,,,not-merged
mark#n#8,,,,,mark#n#2,,mark#v#3; mark#v#5; mark#v#1; mark#v#3,,,not-merged
mark#n#8,,,,,mark#n#4,,mark#v#9; mark#v#5; mark#v#2,,,not-merged
mark#n#8,,,,,mark#n#5,,,,,not-merged
mark#n#8,,,,,mark#n#6,,mark#v#6,,,not-merged
mark#n#8,,,,,mark#n#11,,mark#v#7,,,not-merged
mark#n#8,,,,,mark#n#14,,mark#v#11; mark#v#9,,,not-merged
mark#n#8,,,,,mark#n#3,,,,,not-merged
mark#n#8,,,,,mark#n#9,,,,,not-merged
mark#n#8,,,,,mark#n#15,,mark#v#10,,,not-merged
mark#n#2,,mark#v#3; mark#v#5; mark#v#1; mark#v#3,,,mark#n#4,,mark#v#9; mark#v#5; mark#v#2,,,merged
mark#n#2,,mark#v#3; mark#v#5; mark#v#1; mark#v#3,,,mark#n#5,,,,,merged
mark#n#2,,mark#v#3; mark#v#5; mark#v#1; mark#v#3,,,mark#n#6,,mark#v#6,,,merged
mark#n#2,,mark#v#3; mark#v#5; mark#v#1; mark#v#3,,,mark#n#11,,mark#v#7,,,merged
mark#n#2,,mark#v#3; mark#v#5; mark#v#1; mark#v#3,,,mark#n#14,,mark#v#11; mark#v#9,,,merged
mark#n#2,,mark#v#3; mark#v#5; mark#v#1; mark#v#3,,,mark#n#3,,,,,not-merged
mark#n#2,,mark#v#3; mark#v#5; mark#v#1; mark#v#3,,,mark#n#9,,,,,not-merged
mark#n#2,,mark#v#3; mark#v#5; mark#v#1; mark#v#3,,,mark#n#15,,mark#v#10,,,not-merged
mark#n#4,,mark#v#9; mark#v#5; mark#v#2,,,mark#n#5,,,,,merged
mark#n#4,,mark#v#9; mark#v#5; mark#v#2,,,mark#n#6,,mark#v#6,,,merged
mark#n#4,,mark#v#9; mark#v#5; mark#v#2,,,mark#n#11,,mark#v#7,,,merged
mark#n#4,,mark#v#9; mark#v#5; mark#v#2,,,mark#n#14,,mark#v#11; mark#v#9,,,merged
mark#n#4,,mark#v#9; mark#v#5; mark#v#2,,,mark#n#3,,,,,not-merged
mark#n#4,,mark#v#9; mark#v#5; mark#v#2,,,mark#n#9,,,,,not-merged
mark#n#4,,mark#v#9; mark#v#5; mark#v#2,,,mark#n#15,,mark#v#10,,,not-merged
mark#n#5,,,,,mark#n#6,,mark#v#6,,,merged
mark#n#5,,,,,mark#n#11,,mark#v#7,,,merged
mark#n#5,,,,,mark#n#14,,mark#v#11; mark#v#9,,,merged
mark#n#5,,,,,mark#n#3,,,,,not-merged
mark#n#5,,,,,mark#n#9,,,,,not-merged
mark#n#5,,,,,mark#n#15,,mark#v#10,,,not-merged
mark#n#6,,mark#v#6,,,mark#n#11,,mark#v#7,,,merged
mark#n#6,,mark#v#6,,,mark#n#14,,mark#v#11; mark#v#9,,,merged
mark#n#6,,mark#v#6,,,mark#n#3,,,,,not-merged
mark#n#6,,mark#v#6,,,mark#n#9,,,,,not-merged
mark#n#6,,mark#v#6,,,mark#n#15,,mark#v#10,,,not-merged
mark#n#11,,mark#v#7,,,mark#n#14,,mark#v#11; mark#v#9,,,merged
mark#n#11,,mark#v#7,,,mark#n#3,,,,,not-merged
mark#n#11,,mark#v#7,,,mark#n#9,,,,,not-merged
mark#n#11,,mark#v#7,,,mark#n#15,,mark#v#10,,,not-merged
mark#n#14,,mark#v#11; mark#v#9,,,mark#n#3,,,,,not-merged
mark#n#14,,mark#v#11; mark#v#9,,,mark#n#9,,,,,not-merged
mark#n#14,,mark#v#11; mark#v#9,,,mark#n#15,,mark#v#10,,,not-merged
mark#n#3,,,,,mark#n#9,,,,,merged
mark#n#3,,,,,mark#n#15,,mark#v#10,,,merged
mark#n#9,,,,,mark#n#15,,mark#v#10,,,merged
comment#v#1,,commentary#n#1; comment#n#1,,,comment#v#2,,comment#n#2,,,not-merged
comment#v#1,,commentary#n#1; comment#n#1,,,comment#v#3,,comment#n#2,,,not-merged
comment#v#2,,comment#n#2,,,comment#v#3,,comment#n#2,,,not-merged
metal#n#1,,metallic#a#1; metal#v#1,,,metal#n#2,,metallic#a#1; metal#v#1,,,merged
remember#v#7,,remembrance#n#1; remembering#n#1,,,remember#v#8,,remembrance#n#1,,,not-merged
remember#v#7,,remembrance#n#1; remembering#n#1,,,remember#v#6,,,,,not-merged
remember#v#7,,remembrance#n#1; remembering#n#1,,,remember#v#1,forget#v#2,remembrance#n#1; remembering#n#1,,,not-merged
remember#v#7,,remembrance#n#1; remembering#n#1,,,remember#v#2,forget#v#1,remembrance#n#1,,,not-merged
remember#v#7,,remembrance#n#1; remembering#n#1,,,remember#v#3,,remembrance#n#1; remembering#n#1,,,not-merged
remember#v#7,,remembrance#n#1; remembering#n#1,,,remember#v#4,,remembrance#n#2,,,not-merged
remember#v#7,,remembrance#n#1; remembering#n#1,,,remember#v#5,,remembrance#n#2,,,not-merged
remember#v#8,,remembrance#n#1,,,remember#v#6,,,,,not-merged
remember#v#8,,remembrance#n#1,,,remember#v#1,forget#v#2,remembrance#n#1; remembering#n#1,,,not-merged
remember#v#8,,remembrance#n#1,,,remember#v#2,forget#v#1,remembrance#n#1,,,not-merged
