pos,sense1_wn21,sense2_wn21,sense1_wn16,sense2_wn16,sense1_wn21_def,sense1_wn16_def,sense2_wn21_def,sense2_wn16_def
n,mark.n.8,mark.n.3,,target.n.1,Apostle and companion of Saint Peter; assumed to be the author of the second Gospel,the shortest of the four Gospels in the New Testament,a reference point to shoot at,a reference point to shoot at
n,mark.n.8,mark.n.9,,chump.n.1,Apostle and companion of Saint Peter; assumed to be the author of the second Gospel,the shortest of the four Gospels in the New Testament,a person who is gullible and easy to take advantage of,a person who is gullible and easy to take advantage of
n,mark.n.8,mark.n.15,,,Apostle and companion of Saint Peter; assumed to be the author of the second Gospel,the shortest of the four Gospels in the New Testament,something that exactly succeeds in achieving its goal,something that exactly succeeds in achieving its goal
n,mark.n.2,mark.n.4,marker.n.2,,a distinguishing symbol,a distinguishing symbol,a visible indication made on a surface,a visible indication made on a surface
n,mark.n.2,mark.n.5,marker.n.2,mark.n.5,a distinguishing symbol,a distinguishing symbol,the impression created by doing something unusual or extraordinary that people notice and remember,the impression created by doing something unusual or extraordinary that people notice and remember
n,mark.n.2,mark.n.6,marker.n.2,mark.n.6,a distinguishing symbol,a distinguishing symbol,a symbol of disgrace or infamy; --Genesis,a symbol of disgrace or infamy; --Genesis
n,mark.n.2,mark.n.11,marker.n.2,sign.n.1,a distinguishing symbol,a distinguishing symbol,a perceptible indication of something not immediately apparent (as a visible clue that something has happened),a perceptible indication of something not immediately apparent (as a visible clue that something has happened)
n,mark.n.2,mark.n.14,marker.n.2,crisscross.n.1,a distinguishing symbol,a distinguishing symbol,a marking that consists of lines that cross each other,marking consisting of crossing lines
n,mark.n.2,mark.n.3,marker.n.2,target.n.1,a distinguishing symbol,a distinguishing symbol,a reference point to shoot at,a reference point to shoot at
n,mark.n.2,mark.n.9,marker.n.2,chump.n.1,a distinguishing symbol,a distinguishing symbol,a person who is gullible and easy to take advantage of,a person who is gullible and easy to take advantage of
n,mark.n.2,mark.n.15,marker.n.2,,a distinguishing symbol,a distinguishing symbol,something that exactly succeeds in achieving its goal,something that exactly succeeds in achieving its goal
n,mark.n.4,mark.n.5,,mark.n.5,a visible indication made on a surface,a visible indication made on a surface,the impression created by doing something unusual or extraordinary that people notice and remember,the impression created by doing something unusual or extraordinary that people notice and remember
n,mark.n.4,mark.n.6,,mark.n.6,a visible indication made on a surface,a visible indication made on a surface,a symbol of disgrace or infamy; --Genesis,a symbol of disgrace or infamy; --Genesis
n,mark.n.4,mark.n.11,,sign.n.1,a visible indication made on a surface,a visible indication made on a surface,a perceptible indication of something not immediately apparent (as a visible clue that something has happened),a perceptible indication of something not immediately apparent (as a visible clue that something has happened)
n,mark.n.4,mark.n.14,,crisscross.n.1,a visible indication made on a surface,a visible indication made on a surface,a marking that consists of lines that cross each other,marking consisting of crossing lines
n,mark.n.4,mark.n.3,,target.n.1,a visible indication made on a surface,a visible indication made on a surface,a reference point to shoot at,a reference point to shoot at
n,mark.n.4,mark.n.9,,chump.n.1,a visible indication made on a surface,a visible indication made on a surface,a person who is gullible and easy to take advantage of,a person who is gullible and easy to take advantage of
n,mark.n.4,mark.n.15,,,a visible indication made on a surface,a visible indication made on a surface,something that exactly succeeds in achieving its goal,something that exactly succeeds in achieving its goal
n,mark.n.5,mark.n.6,mark.n.5,mark.n.6,the impression created by doing something unusual or extraordinary that people notice and remember,the impression created by doing something unusual or extraordinary that people notice and remember,a symbol of disgrace or infamy; --Genesis,a symbol of disgrace or infamy; --Genesis
n,mark.n.5,mark.n.11,mark.n.5,sign.n.1,the impression created by doing something unusual or extraordinary that people notice and remember,the impression created by doing something unusual or extraordinary that people notice and remember,a perceptible indication of something not immediately apparent (as a visible clue that something has happened),a perceptible indication of something not immediately apparent (as a visible clue that something has happened)
n,mark.n.5,mark.n.14,mark.n.5,crisscross.n.1,the impression created by doing something unusual or extraordinary that people notice and remember,the impression created by doing something unusual or extraordinary that people notice and remember,a marking that consists of lines that cross each other,marking consisting of crossing lines
n,mark.n.5,mark.n.3,mark.n.5,target.n.1,the impression created by doing something unusual or extraordinary that people notice and remember,the impression created by doing something unusual or extraordinary that people notice and remember,a reference point to shoot at,a reference point to shoot at
n,mark.n.5,mark.n.9,mark.n.5,chump.n.1,the impression created by doing something unusual or extraordinary that people notice and remember,the impression created by doing something unusual or extraordinary that people notice and remember,a person who is gullible and easy to take advantage of,a person who is gullible and easy to take advantage of
n,mark.n.5,mark.n.15,mark.n.5,,the impression created by doing something unusual or extraordinary that people notice and remember,the impression created by doing something unusual or extraordinary that people notice and remember,something that exactly succeeds in achieving its goal,something that exactly succeeds in achieving its goal
n,mark.n.6,mark.n.11,mark.n.6,sign.n.1,a symbol of disgrace or infamy; --Genesis,a symbol of disgrace or infamy; --Genesis,a perceptible indication of something not immediately apparent (as a visible clue that something has happened),a perceptible indication of something not immediately apparent (as a visible clue that something has happened)
n,mark.n.6,mark.n.14,mark.n.6,crisscross.n.1,a symbol of disgrace or infamy; --Genesis,a symbol of disgrace or infamy; --Genesis,a marking that consists of lines that cross each other,marking consisting of crossing lines
n,mark.n.6,mark.n.3,mark.n.6,target.n.1,a symbol of disgrace or infamy; --Genesis,a symbol of disgrace or infamy; --Genesis,a reference point to shoot at,a reference point to shoot at
n,mark.n.6,mark.n.9,mark.n.6,chump.n.1,a symbol of disgrace or infamy; --Genesis,a symbol of disgrace or infamy; --Genesis,a person who is gullible and easy to take advantage of,a person who is gullible and easy to take advantage of
n,mark.n.6,mark.n.15,mark.n.6,,a symbol of disgrace or infamy; --Genesis,a symbol of disgrace or infamy; --Genesis,something that exactly succeeds in achieving its goal,something that exactly succeeds in achieving its goal
n,mark.n.11,mark.n.14,sign.n.1,crisscross.n.1,a perceptible indication of something not immediately apparent (as a visible clue that something has happened),a perceptible indication of something not immediately apparent (as a visible clue that something has happened),a marking that consists of lines that cross each other,marking consisting of crossing lines
