Pos,sense1_key17,sense1_wn17,sense2_wn17,sense2_key17,sense1_wn21,sense2_wn21,offset1_wn21,offset2_wn21,sense1_wn17_def,sense1_wn21_def,sense2_wn17_def,sense2_wn21_def,Merge,selse2
v,draw%2:31:13::,draw.v.10,draw.v.19,draw%2:36:07::,draw#v#09,draw#v#18,00667867-v,01675714-v,,select or take in from a given group or region,,write a legal document or paper,not-merged,draw#v#09-draw#v#18
v,draw%2:31:13::,draw.v.10,draw.v.23,draw%2:42:02::,draw#v#09,draw#v#22,00667867-v,02603484-v,,select or take in from a given group or region,,require a specified depth for floating,not-merged,draw#v#09-draw#v#22
v,draw%2:31:13::,draw.v.10,draw.v.24,draw%2:41:13::,draw#v#09,draw#v#23,00667867-v,02459685-v,,select or take in from a given group or region,,"pull (a person) apart with four horses tied to his extremities, so as to execute him",not-merged,draw#v#09-draw#v#23
v,draw%2:31:13::,draw.v.10,draw.v.30,draw%2:30:00::,draw#v#09,draw#v#31,00667867-v,00471947-v,,select or take in from a given group or region,,contract,not-merged,draw#v#09-draw#v#31
v,draw%2:33:01::,draw.v.15,draw.v.22,draw%2:42:00::,draw#v#14,draw#v#21,01067344-v,02717755-v,,choose at random,,allow a draft,merged,draw#v#14-draw#v#21
v,draw%2:33:01::,draw.v.15,draw.v.35,draw%2:29:00::,draw#v#14,draw#v#36,01067344-v,00096034-v,,choose at random,,cause to localize at one point,merged,draw#v#14-draw#v#36
v,draw%2:33:01::,draw.v.15,draw.v.13,draw%2:38:02::,draw#v#14,draw#v#12,01067344-v,02069432-v,,choose at random,,move or go steadily or gradually,not-merged,draw#v#14-draw#v#12
v,draw%2:33:01::,draw.v.15,draw.v.16,draw%2:36:01::,draw#v#14,draw#v#15,01067344-v,01628603-v,,choose at random,,earn or achieve a base by being walked by the pitcher,not-merged,draw#v#14-draw#v#15
v,draw%2:33:01::,draw.v.15,draw.v.23,draw%2:42:02::,draw#v#14,draw#v#22,01067344-v,02603484-v,,choose at random,,require a specified depth for floating,not-merged,draw#v#14-draw#v#22
v,draw%2:33:01::,draw.v.15,draw.v.30,draw%2:30:00::,draw#v#14,draw#v#31,01067344-v,00471947-v,,choose at random,,contract,not-merged,draw#v#14-draw#v#31
v,draw%2:38:07::,draw.v.18,draw.v.22,draw%2:42:00::,draw#v#17,draw#v#21,02079073-v,02717755-v,,cause to flow,,allow a draft,merged,draw#v#17-draw#v#21
v,draw%2:38:07::,draw.v.18,draw.v.35,draw%2:29:00::,draw#v#17,draw#v#36,02079073-v,00096034-v,,cause to flow,,cause to localize at one point,merged,draw#v#17-draw#v#36
v,draw%2:38:07::,draw.v.18,draw.v.13,draw%2:38:02::,draw#v#17,draw#v#12,02079073-v,02069432-v,,cause to flow,,move or go steadily or gradually,not-merged,draw#v#17-draw#v#12
v,draw%2:38:07::,draw.v.18,draw.v.16,draw%2:36:01::,draw#v#17,draw#v#15,02079073-v,01628603-v,,cause to flow,,earn or achieve a base by being walked by the pitcher,not-merged,draw#v#17-draw#v#15
v,draw%2:38:07::,draw.v.18,draw.v.23,draw%2:42:02::,draw#v#17,draw#v#22,02079073-v,02603484-v,,cause to flow,,require a specified depth for floating,not-merged,draw#v#17-draw#v#22
v,draw%2:38:07::,draw.v.18,draw.v.30,draw%2:30:00::,draw#v#17,draw#v#31,02079073-v,00471947-v,,cause to flow,,contract,not-merged,draw#v#17-draw#v#31
v,draw%2:42:00::,draw.v.22,draw.v.13,draw%2:38:02::,draw#v#21,draw#v#12,02717755-v,02069432-v,,allow a draft,,move or go steadily or gradually,not-merged,draw#v#21-draw#v#12
v,draw%2:42:00::,draw.v.22,draw.v.16,draw%2:36:01::,draw#v#21,draw#v#15,02717755-v,01628603-v,,allow a draft,,earn or achieve a base by being walked by the pitcher,not-merged,draw#v#21-draw#v#15
v,draw%2:42:00::,draw.v.22,draw.v.23,draw%2:42:02::,draw#v#21,draw#v#22,02717755-v,02603484-v,,allow a draft,,require a specified depth for floating,not-merged,draw#v#21-draw#v#22
v,draw%2:29:00::,draw.v.35,draw.v.13,draw%2:38:02::,draw#v#36,draw#v#12,00096034-v,02069432-v,,cause to localize at one point,,move or go steadily or gradually,not-merged,draw#v#36-draw#v#12
v,draw%2:29:00::,draw.v.35,draw.v.16,draw%2:36:01::,draw#v#36,draw#v#15,00096034-v,01628603-v,,cause to localize at one point,,earn or achieve a base by being walked by the pitcher,not-merged,draw#v#36-draw#v#15
v,draw%2:29:00::,draw.v.35,draw.v.23,draw%2:42:02::,draw#v#36,draw#v#22,00096034-v,02603484-v,,cause to localize at one point,,require a specified depth for floating,not-merged,draw#v#36-draw#v#22
v,draw%2:29:00::,draw.v.35,draw.v.30,draw%2:30:00::,draw#v#36,draw#v#31,00096034-v,00471947-v,,cause to localize at one point,,contract,not-merged,draw#v#36-draw#v#31
v,draw%2:30:15::,draw.v.32,draw.v.13,draw%2:38:02::,draw#v#33,draw#v#12,00324496-v,02069432-v,,steep; pass through a strainer,,move or go steadily or gradually,not-merged,draw#v#33-draw#v#12
v,draw%2:30:15::,draw.v.32,draw.v.16,draw%2:36:01::,draw#v#33,draw#v#15,00324496-v,01628603-v,,steep; pass through a strainer,,earn or achieve a base by being walked by the pitcher,not-merged,draw#v#33-draw#v#15
v,draw%2:30:15::,draw.v.32,draw.v.23,draw%2:42:02::,draw#v#33,draw#v#22,00324496-v,02603484-v,,steep; pass through a strainer,,require a specified depth for floating,not-merged,draw#v#33-draw#v#22
v,draw%2:30:15::,draw.v.32,draw.v.30,draw%2:30:00::,draw#v#33,draw#v#31,00324496-v,00471947-v,,steep; pass through a strainer,,contract,not-merged,draw#v#33-draw#v#31
v,draw%2:30:08::,draw.v.31,draw.v.13,draw%2:38:02::,draw#v#32,draw#v#12,00426315-v,02069432-v,,reduce the diameter of (a wire or metal rod) by pulling it through a die,,move or go steadily or gradually,not-merged,draw#v#32-draw#v#12
v,draw%2:30:08::,draw.v.31,draw.v.16,draw%2:36:01::,draw#v#32,draw#v#15,00426315-v,01628603-v,,reduce the diameter of (a wire or metal rod) by pulling it through a die,,earn or achieve a base by being walked by the pitcher,not-merged,draw#v#32-draw#v#15
v,draw%2:30:08::,draw.v.31,draw.v.23,draw%2:42:02::,draw#v#32,draw#v#22,00426315-v,02603484-v,,reduce the diameter of (a wire or metal rod) by pulling it through a die,,require a specified depth for floating,not-merged,draw#v#32-draw#v#22
v,draw%2:30:08::,draw.v.31,draw.v.30,draw%2:30:00::,draw#v#32,draw#v#31,00426315-v,00471947-v,,reduce the diameter of (a wire or metal rod) by pulling it through a die,,contract,not-merged,draw#v#32-draw#v#31
v,draw%2:30:04::,draw.v.34,draw.v.13,draw%2:38:02::,draw#v#35,draw#v#12,00140924-v,02069432-v,,"flatten, stretch, or mold metal or glass, by rolling or by pulling it through a die or by stretching",,move or go steadily or gradually,not-merged,draw#v#35-draw#v#12
v,draw%2:30:04::,draw.v.34,draw.v.16,draw%2:36:01::,draw#v#35,draw#v#15,00140924-v,01628603-v,,"flatten, stretch, or mold metal or glass, by rolling or by pulling it through a die or by stretching",,earn or achieve a base by being walked by the pitcher,not-merged,draw#v#35-draw#v#15
v,draw%2:30:04::,draw.v.34,draw.v.23,draw%2:42:02::,draw#v#35,draw#v#22,00140924-v,02603484-v,,"flatten, stretch, or mold metal or glass, by rolling or by pulling it through a die or by stretching",,require a specified depth for floating,not-merged,draw#v#35-draw#v#22
v,draw%2:30:04::,draw.v.34,draw.v.30,draw%2:30:00::,draw#v#35,draw#v#31,00140924-v,00471947-v,,"flatten, stretch, or mold metal or glass, by rolling or by pulling it through a die or by stretching",,contract,not-merged,draw#v#35-draw#v#31
v,draw%2:36:01::,draw.v.16,draw.v.23,draw%2:42:02::,draw#v#15,draw#v#22,01628603-v,02603484-v,,earn or achieve a base by being walked by the pitcher,,require a specified depth for floating,not-merged,draw#v#15-draw#v#22
v,draw%2:36:07::,draw.v.19,draw.v.23,draw%2:42:02::,draw#v#18,draw#v#22,01675714-v,02603484-v,,write a legal document or paper,,require a specified depth for floating,not-merged,draw#v#18-draw#v#22
v,draw%2:36:07::,draw.v.19,draw.v.30,draw%2:30:00::,draw#v#18,draw#v#31,01675714-v,00471947-v,,write a legal document or paper,,contract,not-merged,draw#v#18-draw#v#31
v,draw%2:41:13::,draw.v.24,draw.v.30,draw%2:30:00::,draw#v#23,draw#v#31,02459685-v,00471947-v,,"pull (a person) apart with four horses tied to his extremities, so as to execute him",,contract,not-merged,draw#v#23-draw#v#31
n,stone%1:20:00::,stone.n.05,stone.n.03,stone%1:06:00::,stone#n#05,stone#n#03,11517750-n,04274914-n,,the hard inner (usually woody) layer of the pericarp of some fruits (as peaches or plums or cherries or olives) that contains the seed,,building material consisting of a piece of rock hewn in a definite shape for a special purpose,not-merged,stone#n#05-stone#n#03
n,stone%1:20:00::,stone.n.05,stone.n.08,stone%1:18:03::,stone#n#05,stone#n#09,11517750-n,11155474-n,,the hard inner (usually woody) layer of the pericarp of some fruits (as peaches or plums or cherries or olives) that contains the seed,,United States feminist and suffragist (1818-1893),not-merged,stone#n#05-stone#n#09
n,stone%1:20:00::,stone.n.05,stone.n.07,stone%1:18:04::,stone#n#05,stone#n#08,11517750-n,11155608-n,,the hard inner (usually woody) layer of the pericarp of some fruits (as peaches or plums or cherries or olives) that contains the seed,,United States filmmaker (born in 1946),not-merged,stone#n#05-stone#n#08
n,stone%1:20:00::,stone.n.05,stone.n.09,stone%1:18:02::,stone#n#05,stone#n#10,11517750-n,11155317-n,,the hard inner (usually woody) layer of the pericarp of some fruits (as peaches or plums or cherries or olives) that contains the seed,,United States journalist who advocated liberal causes (1907-1989),not-merged,stone#n#05-stone#n#10
n,stone%1:20:00::,stone.n.05,stone.n.10,stone%1:18:01::,stone#n#05,stone#n#11,11517750-n,11155148-n,,the hard inner (usually woody) layer of the pericarp of some fruits (as peaches or plums or cherries or olives) that contains the seed,,United States jurist who served on the United States Supreme Court as chief justice (1872-1946),not-merged,stone#n#05-stone#n#11
n,stone%1:20:00::,stone.n.05,stone.n.11,stone%1:18:00::,stone#n#05,stone#n#12,11517750-n,11155038-n,,the hard inner (usually woody) layer of the pericarp of some fruits (as peaches or plums or cherries or olives) that contains the seed,,United States architect (1902-1978),not-merged,stone#n#05-stone#n#12
n,stone%1:20:00::,stone.n.05,stone.n.06,stone%1:23:00::,stone#n#05,stone#n#06,11517750-n,13540054-n,,the hard inner (usually woody) layer of the pericarp of some fruits (as peaches or plums or cherries or olives) that contains the seed,,an avoirdupois unit used to measure the weight of a human body; equal to 14 pounds,not-merged,stone#n#05-stone#n#06
n,stone%1:20:00::,stone.n.05,stone.n.13,stone%1:07:00::,stone#n#05,stone#n#13,11517750-n,04575115-n,,the hard inner (usually woody) layer of the pericarp of some fruits (as peaches or plums or cherries or olives) that contains the seed,,a lack of feeling or expression or movement,not-merged,stone#n#05-stone#n#13
n,stone%1:06:00::,stone.n.03,stone.n.08,stone%1:18:03::,stone#n#03,stone#n#09,04274914-n,11155474-n,,building material consisting of a piece of rock hewn in a definite shape for a special purpose,,United States feminist and suffragist (1818-1893),not-merged,stone#n#03-stone#n#09
n,stone%1:06:00::,stone.n.03,stone.n.07,stone%1:18:04::,stone#n#03,stone#n#08,04274914-n,11155608-n,,building material consisting of a piece of rock hewn in a definite shape for a special purpose,,United States filmmaker (born in 1946),not-merged,stone#n#03-stone#n#08
n,stone%1:06:00::,stone.n.03,stone.n.09,stone%1:18:02::,stone#n#03,stone#n#10,04274914-n,11155317-n,,building material consisting of a piece of rock hewn in a definite shape for a special purpose,,United States journalist who advocated liberal causes (1907-1989),not-merged,stone#n#03-stone#n#10
n,stone%1:06:00::,stone.n.03,stone.n.10,stone%1:18:01::,stone#n#03,stone#n#11,04274914-n,11155148-n,,building material consisting of a piece of rock hewn in a definite shape for a special purpose,,United States jurist who served on the United States Supreme Court as chief justice (1872-1946),not-merged,stone#n#03-stone#n#11
n,stone%1:06:00::,stone.n.03,stone.n.11,stone%1:18:00::,stone#n#03,stone#n#12,04274914-n,11155038-n,,building material consisting of a piece of rock hewn in a definite shape for a special purpose,,United States architect (1902-1978),not-merged,stone#n#03-stone#n#12
n,stone%1:06:00::,stone.n.03,stone.n.06,stone%1:23:00::,stone#n#03,stone#n#06,04274914-n,13540054-n,,building material consisting of a piece of rock hewn in a definite shape for a special purpose,,an avoirdupois unit used to measure the weight of a human body; equal to 14 pounds,not-merged,stone#n#03-stone#n#06
n,stone%1:06:00::,stone.n.03,stone.n.13,stone%1:07:00::,stone#n#03,stone#n#13,04274914-n,04575115-n,,building material consisting of a piece of rock hewn in a definite shape for a special purpose,,a lack of feeling or expression or movement,not-merged,stone#n#03-stone#n#13
n,stone%1:18:03::,stone.n.08,stone.n.07,stone%1:18:04::,stone#n#09,stone#n#08,11155474-n,11155608-n,,United States feminist and suffragist (1818-1893),,United States filmmaker (born in 1946),merged,stone#n#09-stone#n#08
n,stone%1:18:03::,stone.n.08,stone.n.09,stone%1:18:02::,stone#n#09,stone#n#10,11155474-n,11155317-n,,United States feminist and suffragist (1818-1893),,United States journalist who advocated liberal causes (1907-1989),merged,stone#n#09-stone#n#10
n,stone%1:18:03::,stone.n.08,stone.n.10,stone%1:18:01::,stone#n#09,stone#n#11,11155474-n,11155148-n,,United States feminist and suffragist (1818-1893),,United States jurist who served on the United States Supreme Court as chief justice (1872-1946),merged,stone#n#09-stone#n#11
n,stone%1:18:03::,stone.n.08,stone.n.11,stone%1:18:00::,stone#n#09,stone#n#12,11155474-n,11155038-n,,United States feminist and suffragist (1818-1893),,United States architect (1902-1978),merged,stone#n#09-stone#n#12
n,stone%1:18:03::,stone.n.08,stone.n.06,stone%1:23:00::,stone#n#09,stone#n#06,11155474-n,13540054-n,,United States feminist and suffragist (1818-1893),,an avoirdupois unit used to measure the weight of a human body; equal to 14 pounds,not-merged,stone#n#09-stone#n#06
n,stone%1:18:03::,stone.n.08,stone.n.13,stone%1:07:00::,stone#n#09,stone#n#13,11155474-n,04575115-n,,United States feminist and suffragist (1818-1893),,a lack of feeling or expression or movement,not-merged,stone#n#09-stone#n#13
n,stone%1:18:04::,stone.n.07,stone.n.09,stone%1:18:02::,stone#n#08,stone#n#10,11155608-n,11155317-n,,United States filmmaker (born in 1946),,United States journalist who advocated liberal causes (1907-1989),merged,stone#n#08-stone#n#10
n,stone%1:18:04::,stone.n.07,stone.n.10,stone%1:18:01::,stone#n#08,stone#n#11,11155608-n,11155148-n,,United States filmmaker (born in 1946),,United States jurist who served on the United States Supreme Court as chief justice (1872-1946),merged,stone#n#08-stone#n#11
n,stone%1:18:04::,stone.n.07,stone.n.11,stone%1:18:00::,stone#n#08,stone#n#12,11155608-n,11155038-n,,United States filmmaker (born in 1946),,United States architect (1902-1978),merged,stone#n#08-stone#n#12
n,stone%1:18:04::,stone.n.07,stone.n.06,stone%1:23:00::,stone#n#08,stone#n#06,11155608-n,13540054-n,,United States filmmaker (born in 1946),,an avoirdupois unit used to measure the weight of a human body; equal to 14 pounds,not-merged,stone#n#08-stone#n#06
n,stone%1:18:04::,stone.n.07,stone.n.13,stone%1:07:00::,stone#n#08,stone#n#13,11155608-n,04575115-n,,United States filmmaker (born in 1946),,a lack of feeling or expression or movement,not-merged,stone#n#08-stone#n#13
n,stone%1:18:02::,stone.n.09,stone.n.10,stone%1:18:01::,stone#n#10,stone#n#11,11155317-n,11155148-n,,United States journalist who advocated liberal causes (1907-1989),,United States jurist who served on the United States Supreme Court as chief justice (1872-1946),merged,stone#n#10-stone#n#11
n,stone%1:18:02::,stone.n.09,stone.n.11,stone%1:18:00::,stone#n#10,stone#n#12,11155317-n,11155038-n,,United States journalist who advocated liberal causes (1907-1989),,United States architect (1902-1978),merged,stone#n#10-stone#n#12
n,stone%1:18:02::,stone.n.09,stone.n.06,stone%1:23:00::,stone#n#10,stone#n#06,11155317-n,13540054-n,,United States journalist who advocated liberal causes (1907-1989),,an avoirdupois unit used to measure the weight of a human body; equal to 14 pounds,not-merged,stone#n#10-stone#n#06
n,stone%1:18:02::,stone.n.09,stone.n.13,stone%1:07:00::,stone#n#10,stone#n#13,11155317-n,04575115-n,,United States journalist who advocated liberal causes (1907-1989),,a lack of feeling or expression or movement,not-merged,stone#n#10-stone#n#13
n,stone%1:18:01::,stone.n.10,stone.n.11,stone%1:18:00::,stone#n#11,stone#n#12,11155148-n,11155038-n,,United States jurist who served on the United States Supreme Court as chief justice (1872-1946),,United States architect (1902-1978),merged,stone#n#11-stone#n#12
n,stone%1:18:01::,stone.n.10,stone.n.06,stone%1:23:00::,stone#n#11,stone#n#06,11155148-n,13540054-n,,United States jurist who served on the United States Supreme Court as chief justice (1872-1946),,an avoirdupois unit used to measure the weight of a human body; equal to 14 pounds,not-merged,stone#n#11-stone#n#06
n,stone%1:18:01::,stone.n.10,stone.n.13,stone%1:07:00::,stone#n#11,stone#n#13,11155148-n,04575115-n,,United States jurist who served on the United States Supreme Court as chief justice (1872-1946),,a lack of feeling or expression or movement,not-merged,stone#n#11-stone#n#13
n,stone%1:18:00::,stone.n.11,stone.n.06,stone%1:23:00::,stone#n#12,stone#n#06,11155038-n,13540054-n,,United States architect (1902-1978),,an avoirdupois unit used to measure the weight of a human body; equal to 14 pounds,not-merged,stone#n#12-stone#n#06
n,stone%1:18:00::,stone.n.11,stone.n.13,stone%1:07:00::,stone#n#12,stone#n#13,11155038-n,04575115-n,,United States architect (1902-1978),,a lack of feeling or expression or movement,not-merged,stone#n#12-stone#n#13
n,stone%1:23:00::,stone.n.06,stone.n.13,stone%1:07:00::,stone#n#06,stone#n#13,13540054-n,04575115-n,,an avoirdupois unit used to measure the weight of a human body; equal to 14 pounds,,a lack of feeling or expression or movement,not-merged,stone#n#06-stone#n#13
v,confront%2:33:00::,confront.v.01,confront.v.02,confront%2:32:00::,confront#v#01,confront#v#02,01068077-v,00803613-v,,"oppose, as in hostility or a competition",,deal with (something unpleasant) head on,merged,confront#v#01-confront#v#02
v,confront%2:33:00::,confront.v.01,confront.v.03,confront%2:32:03::,confront#v#01,confront#v#03,01068077-v,01055875-v,,"oppose, as in hostility or a competition",,"present somebody with something, usually to accuse or criticize",merged,confront#v#01-confront#v#03
