,Version,WordPos,SenseNums,Group,GroupSense
3838,2.1,portfolio-n,1,1,1
3839,2.1,portfolio-n,2,1,2
3840,2.1,portfolio-n,3,1,3
3841,2.1,portfolio-n,4,1,4
3842,2.1,break-vpc-v,,1,1
3843,2.1,break-vpc-v,,1,2
3844,2.1,break-vpc-v,,1,3
3845,2.1,break-vpc-v,,1,4
3846,2.1,break-vpc-v,,1,5
3847,2.1,break-vpc-v,11,1,6
3848,2.1,break-vpc-v,,1,7
3849,2.1,break-vpc-v,,1,8
3850,2.1,break-vpc-v,,1,9
3851,2.1,break-vpc-v,,1,10
3852,2.1,solve-v,2,1,1
3853,2.1,solve-v,1,1,2
3854,2.1,solve-v,3,1,3
3862,2.1,absorb-v,"1,4,6",1,1
3863,2.1,absorb-v,2,1,2
3864,2.1,absorb-v,"5,8",1,3
3865,2.1,absorb-v,"7,9",1,4
3866,2.1,absorb-v,3,1,5
3867,2.1,mask-n,1,1,1
3868,2.1,mask-n,2,1,2
3869,2.1,mask-n,3,1,3
3870,2.1,mask-n,4,1,4
3874,2.1,bond-n,"1,10",1,1
3875,2.1,bond-n,"5,6",1,2
3876,2.1,bond-n,2,1,3
3877,2.1,bond-n,3,1,4
3878,2.1,bond-n,4,1,5
3879,2.1,bond-n,7,1,6
3886,2.1,crash-n,"2,4",1,1
3887,2.1,crash-n,1,1,2
3889,2.1,crash-n,5,1,4
3890,2.1,kitty-n,2,1,1
3891,2.1,kitty-n,1,1,2
3892,2.1,kitty-n,"3,4",1,3
3893,2.1,convict-v,1,1,1
3894,2.1,convict-v,,1,2
3895,2.1,pose-v,"1,6",1,1
3896,2.1,pose-v,"2,5",1,2
3897,2.1,pose-v,"3,4",1,3
3898,2.1,struggle-v,4,1,1
3899,2.1,struggle-v,"1,2,3",1,2
3916,2.1,yard-n,1,1,1
3917,2.1,yard-n,2,1,2
3918,2.1,yard-n,"3,4,6,9",1,3
3919,2.1,yard-n,6,1,4
3920,2.1,yard-n,7,1,5
3923,2.1,yard-n,8,1,8
3924,2.1,scramble-v,"1,2",1,1
3925,2.1,scramble-v,"3,4",1,2
3926,2.1,scramble-v,5,1,3
3927,2.1,apply-v,"1,5,6,7,9",1,1
3928,2.1,apply-v,"2,8",1,2
3929,2.1,apply-v,3,1,3
3930,2.1,apply-v,4,1,4
3931,2.1,apply-v,10,1,5
3934,2.1,lay-v,"1,2",1,1
3935,2.1,lay-v,3,1,2
3936,2.1,lay-v,4,1,3
3937,2.1,lay-v,5,1,4
3938,2.1,lay-v,,1,5
3939,2.1,aim-v,"1,4,5",1,1
3940,2.1,aim-v,"2,3,6,7",1,2
3944,2.1,cast-v,"1,4,8,9,11",1,1
3945,2.1,cast-v,"7,10",1,2
3946,2.1,cast-v,"3,5",1,3
3947,2.1,cast-v,2,1,4
3948,2.1,cast-v,6,1,5
3949,2.1,cast-v,,1,6
3950,2.1,cast-v,,1,7
3951,2.1,farmer-n,1,1,1
3953,2.1,hamper-v,"1,2",1,1
3954,2.1,decay-n,"1,4",1,1
3955,2.1,decay-n,2,1,2
3956,2.1,decay-n,3,1,3
3957,2.1,decay-n,5,1,4
3958,2.1,weigh-v,1,1,1
3959,2.1,weigh-v,3,1,2
3960,2.1,weigh-v,2,1,3
3961,2.1,weigh-v,"4,5",1,4
3962,2.1,weigh-v,1,1,5
3963,2.1,weigh-v,,1,6
3964,2.1,weigh-v,,1,7
3969,2.1,live-vpc-v,3,1,1
3970,2.1,live-vpc-v,,1,2
3971,2.1,live-vpc-v,,1,3
3972,2.1,live-vpc-v,,1,4
3973,2.1,live-vpc-v,,1,5
3974,2.1,live-vpc-v,,1,6
3975,2.1,live-vpc-v,,1,7
3976,2.1,ask-v,"1,3,6",1,1
3977,2.1,ask-v,"2,4",1,2
3978,2.1,ask-v,5,1,3
3979,2.1,ask-v,7,1,4
3980,2.1,ask-v,1,1,5
3981,2.1,ask-v,1,1,6
3986,2.1,stay-v,,1,5
3987,2.1,diminish-v,"1,2",1,1
3992,2.1,think-v,"1,2,10,11",1,1
3993,2.1,think-v,"3,8,9,12,13",1,2
3994,2.1,think-v,4,1,3
3995,2.1,think-v,"5,6,13",1,4
3996,2.1,think-v,7,1,5
3997,2.1,think-v,,1,99
3999,2.1,list-n,1,1,2
4000,2.1,list-n,2,1,3
4003,2.1,rise-v,"1,4,5,16",1,1
4004,2.1,rise-v,"2,6,8,9,11,13",1,2
4005,2.1,rise-v,"3,10",1,3
4006,2.1,rise-v,12,1,4
4007,2.1,rise-v,"14,15",1,5
4008,2.1,rise-v,7,1,6
4009,2.1,rise-v,17,1,7
4010,2.1,range-v,"1,3,4",1,1
4011,2.1,range-v,2,1,2
4012,2.1,range-v,"6,7",1,3
4013,2.1,range-v,"5,8",1,4
4014,2.1,range-v,4a,1,5
4015,2.1,soar-v,"2,3,5",1,1
4016,2.1,soar-v,"1,4",1,2
4017,2.1,soar-v,,1,3
4018,2.1,head-v,"1,5",1,1
4019,2.1,head-v,"2,3,4,7",1,2
4020,2.1,head-v,6,1,3
4021,2.1,head-v,8,1,4
4022,2.1,head-v,9,1,5
4023,2.1,head-v,,1,6
4024,2.1,slide-v,"1,3",1,1
4025,2.1,slide-v,2,1,2
4026,2.1,slide-v,,1,3
4027,2.1,slide-v,,1,4
4028,2.1,enhance-v,"1,2",1,1
4029,2.1,confirm-v,"1,2",1,1
4030,2.1,confirm-v,3,1,2
4031,2.1,confirm-v,4,1,3
4032,2.1,confirm-v,5,1,4
4043,2.1,dominate-v,"1,2,3",1,1
4044,2.1,dominate-v,4,1,2
4045,2.1,kill-v,"1,3,5,10",1,1
4050,2.1,kill-v,,1,6
4054,2.1,estate-n,1,1,1
4055,2.1,estate-n,real_estate,1,2
4056,2.1,estate-n,2,1,3
4057,2.1,estate-n,3,1,4
4058,2.1,settle-v,"1,10,12,18",1,1
4059,2.1,settle-v,"2,3,5,13,14,15,19,20",1,2
4060,2.1,settle-v,"4,9,21",1,3
4061,2.1,settle-v,"7,8",1,4
4062,2.1,settle-v,"11,16,17",1,5
4063,2.1,settle-v,6,1,6
4064,2.1,settle-v,22,1,7
4065,2.1,settle-v,3,1,8
4066,2.1,direct-v,"1,3,4,8,13",1,1
4067,2.1,direct-v,"2,5,6,7,9,10,11",1,2
4068,2.1,direct-v,12,1,3
4069,2.1,work-v,"1,2,6,8,10,12",1,1
4070,2.1,work-v,"3,4,11",1,2
4071,2.1,work-v,"5,13,14,20,22",1,3
4072,2.1,work-v,"7,9,21,27",1,4
4073,2.1,work-v,"15,18,19,23",1,5
4074,2.1,work-v,"16,17",1,6
4075,2.1,work-v,"25,26",1,7
4076,2.1,work-v,24,1,8
4077,2.1,work-v,,1,9
4078,2.1,curb-v,"1,2,4",1,1
4079,2.1,curb-v,3,1,2
4080,2.1,curb-v,,1,3
4081,2.1,close-n,1,1,1
4082,2.1,close-n,2,1,2
4083,2.1,close-n,3,1,3
4092,2.1,ridge-n,"1,3,4",1,1
4093,2.1,ridge-n,2,1,2
4094,2.1,ridge-n,5,1,3
4095,2.1,ridge-n,6,1,4
4097,2.1,win-v,"1,3",1,1
4098,2.1,win-v,"1,2,4",1,2
4099,2.1,win-v,1,1,3
4100,2.1,question-v,"2,3,4",1,1
4101,2.1,question-v,"1,5",1,2
4102,2.1,owe-v,1,1,1
4103,2.1,owe-v,3,1,2
4104,2.1,owe-v,,1,3
4105,2.1,grinder-n,1,1,1
4106,2.1,grinder-n,2,1,2
4107,2.1,grinder-n,3,1,3
4108,2.1,grinder-n,4,1,4
4111,2.1,export-v,1,1,1
4118,2.1,lie-v,"1,2,3,4,6,7",1,1
4119,2.1,lie-v,5,1,2
4120,2.1,lie-v,,1,3
4121,2.1,lie-v,,1,4
4122,2.1,follow-v,"1,4,15,22,23",1,1
4123,2.1,follow-v,"2,6,8,10,14,17",1,2
4124,2.1,follow-v,"5,7,9,11,18,19,20,24",1,3
4125,2.1,follow-v,"12,13,16,21",1,4
4126,2.1,follow-v,3,1,5
4127,2.1,specialize-v,"1,4",1,1
4128,2.1,specialize-v,"3,5",1,2
4129,2.1,specialize-v,2,1,3
4130,2.1,publish-v,"1,2,3",1,1
4131,2.1,come-v,"1,2,12,17",1,1
4132,2.1,come-v,"3,14,16,18,19",1,2
4133,2.1,come-v,4,1,3
4134,2.1,come-v,6,1,4
4135,2.1,come-v,"5,7,8,11",1,5
4136,2.1,come-v,"10,13,21",1,6
4137,2.1,come-v,"9,15",1,7
4138,2.1,come-v,,1,8
4139,2.1,come-v,,1,9
4140,2.1,come-v,20,1,10
4141,2.1,come-v,,1,11
4147,2.1,client-n,1,1,1
4148,2.1,client-n,2,1,2
4149,2.1,client-n,3,1,3
4155,2.1,revive-v,"1,2,3,4,5",1,1
4161,2.1,push-v,,1,6
4169,2.1,window-n,"2,3,6",1,1
4170,2.1,window-n,"1,4,7",1,2
4171,2.1,window-n,5,1,3
4172,2.1,window-n,8,1,4
4174,2.1,slow-v,"1,2,3",1,1
4175,2.1,slow-v,3,1,2
4176,2.1,drive-n,1,1,1
4177,2.1,drive-n,2,1,2
4178,2.1,drive-n,3,1,3
4179,2.1,drive-n,4,1,4
4180,2.1,drive-n,"5,9",1,5
4181,2.1,drive-n,"6,12",1,6
4182,2.1,drive-n,7,1,7
4183,2.1,drive-n,8,1,8
4184,2.1,drive-n,10,1,9
4185,2.1,drive-n,11,1,10
4187,2.1,bounty-n,1,1,1
4188,2.1,bounty-n,2,1,2
4189,2.1,bounty-n,3,1,3
4195,2.1,purchase-v,1,1,1
4198,2.1,prove-v,1,1,3
4200,2.1,prove-v,"6,7",1,5
4202,2.1,mean-v,"1,6",1,1
4203,2.1,mean-v,"4,7",1,2
4204,2.1,mean-v,3,1,3
4205,2.1,mean-v,2,1,4
4206,2.1,mean-v,5,1,5
4207,2.1,identify-v,"1,2,5,6",1,1
4208,2.1,identify-v,"3,4",1,2
4209,2.1,repository-n,1,1,1
4210,2.1,repository-n,2,1,2
4211,2.1,repository-n,3,1,3
4214,2.1,employ-v,2,1,1
4215,2.1,employ-v,1,1,2
4216,2.1,employ-v,1b,1,3
4217,2.1,entrance-n,1,1,1
4219,2.1,entrance-n,"2,3",1,3
4230,2.1,pool-n,1,1,1
4231,2.1,pool-n,2,1,2
4232,2.1,pool-n,"3,5",1,3
4233,2.1,pool-n,4,1,4
4234,2.1,pool-n,"6,8",1,5
4235,2.1,pool-n,7,1,6
4236,2.1,pool-n,9,1,7
4238,2.1,deliver-v,"1,6",1,1
4239,2.1,deliver-v,"3,5,10",1,2
4240,2.1,deliver-v,"4,8",1,3
4241,2.1,deliver-v,"9,11",1,4
4242,2.1,deliver-v,2,1,5
4243,2.1,deliver-v,7,1,6
4244,2.1,deliver-v,12,1,7
4245,2.1,need-v,"1,2,3",1,1
4246,2.1,need-v,,1,2
4247,2.1,chief-n,"1,2",1,1
4249,2.1,convert-v,"1,4,10,11",1,1
4250,2.1,convert-v,"2,3,5,9",1,2
4251,2.1,convert-v,"6,7,8",1,3
4252,2.1,intend-v,1,1,1
4253,2.1,intend-v,2,1,2
4254,2.1,intend-v,"3,4",1,3
4255,2.1,match-v,"1,4,5,6,8,9,10",1,1
4256,2.1,match-v,2,1,2
4257,2.1,match-v,3,1,3
4258,2.1,match-v,7,1,4
4259,2.1,phone-n,1,1,1
4260,2.1,phone-n,3,1,2
4261,2.1,phone-n,3,1,3
4262,2.1,try-v,1,1,1
4263,2.1,try-v,"2,4,9",1,2
4264,2.1,try-v,"3,5",1,3
4265,2.1,try-v,"6,7",1,4
4266,2.1,try-v,8,1,5
4267,2.1,pay-v,"1,3,4,5,10,11",1,1
4268,2.1,pay-v,"2,9",1,2
4269,2.1,pay-v,"6,8",1,3
4270,2.1,pay-v,7,1,4
